,No-show
4219,0
16334,0
28750,0
60698,0
50456,0
50098,0
97646,0
94455,1
6454,1
56739,0
84119,0
46567,0
94185,0
37361,0
65401,1
36190,0
100120,0
38375,0
9501,1
6922,1
19904,0
102918,0
99349,1
101262,0
61763,0
58444,0
19391,0
110119,0
109147,0
73394,1
26314,1
48500,0
34363,0
24895,0
73783,0
93196,1
34904,0
34816,0
52532,0
37781,0
64704,0
75492,0
12283,0
57380,1
77989,0
46327,1
104000,0
26120,0
27403,0
72439,1
8445,1
100192,0
103328,1
91880,0
29830,0
26961,0
11335,0
78542,0
39390,0
99749,0
3037,0
83772,1
103999,1
13092,0
76458,1
72711,0
90087,0
73838,0
15003,0
33117,0
49241,0
66447,0
38876,0
91922,0
30876,0
89566,0
11968,0
5337,1
24903,0
96635,0
104222,0
46882,0
83803,0
80686,0
43564,0
90980,0
18748,0
104595,1
103303,1
79442,0
24913,0
81151,1
89532,0
42938,0
65742,0
21466,0
103462,1
19596,0
106122,1
38962,0
68651,0
65055,0
54120,0
22106,0
62253,1
30093,0
106842,1
79644,0
3774,0
101975,0
89454,1
1260,0
91991,0
20003,0
7381,0
68335,0
4993,0
38889,0
16768,1
19269,0
41586,1
91805,0
85661,0
26653,0
35917,0
18134,0
73623,0
38833,0
39646,0
14528,0
78410,1
17715,1
66725,0
100889,1
85225,0
52558,1
99681,0
16316,0
83430,0
63659,0
25984,1
32868,0
90441,0
18982,0
58914,0
109940,0
41575,1
61319,0
60510,0
8841,0
39644,0
44071,0
72866,0
43670,0
23111,1
28066,0
77441,0
7943,0
15082,0
63143,0
42273,0
33710,0
100058,0
34171,1
28172,0
77862,1
85953,0
44859,0
84034,0
108211,0
45918,1
80775,0
4778,1
65311,0
33747,0
102288,0
10804,0
85631,0
44772,1
10689,0
99777,0
90975,1
9212,0
78261,0
13113,0
17681,0
64276,0
1669,0
90247,1
90158,0
34891,0
64046,0
64270,0
83795,0
60293,0
52500,1
93028,0
9934,1
97913,0
79237,0
72444,0
1843,0
48379,0
39574,0
82565,0
44478,0
20377,0
84360,0
93227,0
101190,1
84449,0
52765,1
17936,0
57199,0
26578,0
41997,0
74819,0
34554,0
50360,0
61578,0
43313,0
15418,0
29059,0
6414,0
19121,1
11788,0
70686,0
94718,0
94287,0
55002,0
28035,0
5373,0
72512,0
96726,0
83123,1
27070,1
94449,0
107489,1
107285,0
311,1
17299,1
38598,0
24479,0
25259,0
93833,0
7624,0
93383,0
100203,1
38200,0
81531,0
83598,0
83449,0
79276,0
56760,0
98035,0
7845,0
56550,0
6514,0
35683,0
15387,0
88333,0
8466,0
54882,1
6638,0
31664,0
3306,0
23472,0
60202,0
43815,0
92789,0
8768,0
17324,1
118,0
59158,1
71868,0
47390,0
92813,0
77116,0
60097,0
42395,0
72613,0
27340,0
29896,0
94847,0
65722,0
43024,0
5045,0
90354,0
110314,1
71145,0
49102,0
16858,1
109508,0
48212,0
99979,0
69365,0
40057,1
51571,1
9701,0
30270,0
76475,1
70061,0
50844,0
103827,0
12438,0
82919,0
5342,1
34087,0
88010,1
29498,0
5470,0
53585,1
43501,0
92439,1
46110,0
12441,0
55108,0
4742,0
58688,0
109402,0
18276,1
76603,0
103369,0
88114,0
69313,0
57,0
24745,0
79970,0
30057,1
35541,0
80194,1
48671,0
1501,0
63010,0
16454,0
35325,1
76331,1
50283,0
41794,1
87044,1
55852,0
78195,0
33678,0
28599,0
26403,1
51075,0
12305,1
37573,0
50069,0
4113,1
33233,0
64637,0
40501,1
93553,1
80628,0
75054,0
83154,1
1294,1
37307,0
62773,0
84330,0
21587,0
5926,0
88102,1
53057,0
48926,0
81790,0
20475,0
35922,0
70622,0
99148,0
58384,0
35584,0
12575,0
54451,0
75503,0
8945,0
21012,0
110453,0
46492,0
15141,0
24023,0
18581,0
98199,1
64642,0
73782,0
79399,0
78628,0
85168,0
14816,0
8615,0
74966,0
33036,0
107862,0
78395,0
99364,0
107295,0
69093,0
89963,0
14619,0
1453,0
49223,1
60286,0
32556,0
73034,1
8890,0
109574,0
60743,0
16005,0
8861,1
23338,0
60699,0
42520,0
16902,1
79382,0
25908,1
24123,0
36457,1
102855,1
102925,0
110038,0
85662,0
97018,0
5170,0
90653,1
11302,0
60384,0
95069,1
27222,1
39519,0
29635,0
22739,1
15772,0
2713,0
10619,0
70007,0
19580,0
46317,0
66697,0
23497,0
104572,0
59765,0
25563,0
18259,0
52446,0
99802,0
4531,0
39707,1
72331,0
49440,0
35968,0
67279,1
41552,0
20972,0
94863,0
107376,1
77699,0
22069,0
2599,0
28934,0
8677,1
51537,0
81034,0
29851,0
41141,0
42710,0
78550,1
58533,1
32818,0
73561,0
109841,1
86658,0
7639,0
72025,0
60659,0
22645,0
68794,1
77248,0
11702,0
110045,1
20704,0
21043,0
45349,0
11515,0
84412,0
19567,0
95586,0
86046,0
73770,0
109017,0
20,1
50594,0
315,0
9254,0
38418,0
10376,0
23685,0
44697,0
3287,0
34829,0
14560,0
48795,0
52347,0
107311,0
36224,1
61306,0
33898,1
71381,0
78131,0
63168,0
92636,1
96983,0
56033,0
43250,1
3050,0
90684,0
63498,0
102034,1
72861,0
87883,0
56971,1
61350,0
108910,0
17940,1
105705,0
110078,0
101062,0
18040,0
77968,1
59614,0
41417,1
17326,0
65840,1
23214,0
81124,0
84568,1
51869,0
94901,0
7089,0
2932,0
101847,0
44829,0
73558,0
73792,0
6451,0
95111,1
57978,0
58974,1
35645,0
265,1
15239,0
24959,0
95700,1
491,0
63089,0
15134,1
91475,1
47606,1
21011,0
34851,1
34067,1
86520,0
26289,0
90245,0
91541,0
95376,0
50508,1
68886,1
22458,1
84634,0
3087,0
30298,0
29520,1
68810,0
37946,1
13530,0
3784,0
29777,0
55922,0
15747,0
48331,0
109933,0
85874,1
69609,0
63597,0
6301,1
13815,0
80555,0
38643,0
38145,0
86871,0
59647,1
69268,1
49076,1
90263,0
89885,0
29394,0
34832,0
80677,0
16183,0
88524,0
29537,0
608,0
23540,0
58316,0
110195,0
76702,0
43378,0
84749,0
8345,0
55281,0
61321,0
39503,0
72060,0
100459,0
83175,0
3451,0
91046,1
58568,0
36102,0
98502,0
99163,0
75085,0
20437,0
57710,0
21503,0
20146,1
78032,1
39068,0
62296,0
50922,0
70078,1
90558,0
26567,0
5271,0
37794,0
66792,0
40335,0
57254,0
87947,0
59562,0
96252,1
28681,0
101342,0
81896,0
82165,0
37390,1
92635,0
101985,0
5696,0
14155,0
103624,0
15242,0
66845,0
36680,1
108723,0
99100,0
6850,1
38535,0
57247,0
71268,0
86759,0
50860,1
17371,1
96630,0
83581,0
89391,0
12406,0
11475,0
72884,0
40992,1
89487,0
56418,0
69721,0
79252,0
82790,1
94290,0
16436,0
41461,1
83782,0
22751,0
26651,0
91201,0
23675,0
79275,1
15899,1
88926,0
94566,0
38002,0
22130,0
72440,1
106439,1
73095,0
2755,0
12823,0
52608,0
32343,1
24294,0
53116,0
18631,0
3791,0
38486,0
63077,0
56243,0
50156,0
22382,0
4856,1
9063,0
36313,0
72922,0
106335,0
13610,0
23257,1
77916,1
94911,0
25551,0
75340,0
23164,0
88717,0
85276,1
73760,1
90574,0
7374,0
14732,0
107832,1
85038,0
101533,0
3036,0
105581,0
69338,1
24084,0
34729,1
70293,0
33658,1
63311,0
102865,0
45035,0
51922,0
105191,0
48717,0
13650,0
76365,0
85664,0
108247,0
47772,0
14984,0
76137,0
3558,0
11691,0
57529,0
94223,0
71482,0
33888,0
14008,0
106761,0
73306,0
67847,0
4428,0
98567,0
103488,1
6267,0
73205,1
32219,0
34556,1
75502,0
53173,1
70235,0
77156,1
60994,0
78491,0
14512,0
38301,0
110158,0
37101,0
63428,0
95440,1
43217,0
26440,0
72041,0
102396,0
96961,0
51302,0
1115,0
69637,1
100625,1
19551,0
77425,0
104319,0
57573,0
57097,0
76724,0
50913,1
54988,1
20659,0
93674,0
24853,0
47650,0
99385,0
95669,0
69889,0
805,0
23161,0
63902,0
90003,0
90370,0
37186,0
2117,0
73899,0
101313,0
95075,0
19728,0
50250,0
27426,0
95771,0
40527,1
68276,0
31655,0
89045,0
19242,0
50353,0
22906,0
29105,0
89116,0
100798,0
101804,0
81187,0
53024,1
50548,0
25812,0
16751,0
18283,0
68530,0
91795,0
91531,1
39771,0
28506,0
29032,0
14754,0
64853,1
4784,0
18536,0
71099,0
91458,0
20162,0
75260,1
50847,0
79334,0
55731,0
110497,0
107995,0
18083,0
24316,0
42022,0
11806,0
9041,0
90504,0
21695,0
42008,1
2015,0
102000,1
8533,0
39888,0
68470,0
33795,0
37771,0
48643,1
59550,1
98453,0
24876,0
52819,0
39744,0
73482,1
39074,0
99785,0
34512,0
21110,0
73606,0
9800,0
39314,0
27985,0
1856,0
33573,0
52055,0
40519,0
55906,0
55643,0
89528,1
24926,1
95768,0
81478,1
43664,0
74880,0
50363,0
19172,1
80622,1
30452,0
2334,0
7932,0
34641,1
37559,1
12007,0
55320,1
67570,0
18634,0
4515,0
50083,0
69020,0
94489,0
24737,0
40480,0
46191,0
92013,0
82649,0
66856,0
109136,0
21988,0
46439,0
24334,0
93613,0
87518,0
53924,0
27933,0
43149,1
72249,1
16264,0
11503,0
84519,0
74701,1
45840,0
43370,0
34507,0
98862,0
94412,1
88569,0
41749,0
98404,0
91499,0
94192,0
39158,0
18930,0
38872,0
71014,0
91099,0
86963,0
17786,0
104986,0
73165,0
11560,0
28650,0
9620,0
64531,0
94074,0
41559,0
2630,0
55177,0
12476,0
41791,0
66383,0
15818,0
27240,0
54502,1
12168,0
69078,0
53875,0
27652,0
106390,1
11845,0
50934,0
95235,0
38480,0
58308,0
15466,0
97683,0
78433,0
57226,0
35643,0
48817,0
61268,0
66163,1
99572,0
89432,0
61572,0
81414,0
93248,0
101638,0
20633,0
30147,0
1701,0
7563,0
30810,0
14520,0
9306,0
37422,0
14023,0
104591,0
77054,0
30977,0
93199,0
87416,0
98775,1
581,0
68452,1
94435,0
78758,0
26181,0
18979,0
65783,0
107371,0
792,1
100816,1
48061,0
44297,0
15468,0
59056,0
100215,0
97255,0
64933,0
99196,0
39102,0
96531,0
102491,0
59755,0
28799,0
43544,0
84563,0
10366,0
105564,0
58582,0
57889,1
89120,0
95981,0
33970,0
34518,1
59675,0
9462,0
79230,0
40623,1
106738,0
22478,1
2744,0
81501,0
101506,0
45868,0
99383,0
36330,0
49684,1
41682,0
30534,0
75893,0
93859,0
93338,0
98599,0
9118,0
52772,1
62062,0
59325,0
75639,0
15794,1
20259,0
38575,1
17224,0
14993,0
100531,0
21299,0
97312,0
31265,0
44840,0
77098,0
78832,0
20215,0
36214,1
58708,0
22155,0
103917,0
14308,0
22516,0
29861,0
65325,0
77390,0
99460,0
80685,0
24740,0
15272,0
104509,0
74499,1
39559,0
48207,0
62121,0
10231,0
11329,0
77820,1
37614,0
54977,1
8160,0
1929,0
60290,0
46786,1
28394,0
67962,0
60667,0
64536,0
101023,0
82635,0
28365,1
49448,1
2292,0
80993,0
7065,0
83081,1
29209,0
54561,0
62484,1
68699,0
103023,0
41959,0
48328,0
41381,0
9117,0
101282,0
33497,0
27575,0
44453,0
82705,0
101345,1
76167,0
77265,0
77720,0
5260,0
94311,1
104991,0
42766,0
74700,0
110066,0
91998,0
67332,0
22040,0
6105,1
92982,0
34246,1
70698,0
75996,1
26291,0
47186,0
37613,0
23068,0
25100,0
3191,0
92340,1
51084,1
91048,0
96969,0
48819,0
67094,0
29854,0
62511,0
38192,0
44320,0
16522,1
103696,0
65789,0
75308,0
24618,0
28474,0
82075,0
51338,1
60977,0
107492,0
37975,0
23490,0
27765,1
63933,0
4809,0
96359,0
86272,0
34393,0
66772,0
57249,0
71918,1
70416,1
5520,0
75050,0
86980,0
86145,0
11943,1
84439,0
56063,1
5240,0
64557,0
103793,0
98699,0
99703,0
45170,0
35278,0
34542,0
75356,0
109819,0
22136,0
85100,0
66574,0
107298,0
19737,0
51982,0
64425,0
12897,0
101492,0
87095,0
74454,1
93645,0
19683,0
89772,0
13683,0
26686,1
105027,0
92923,0
68266,0
42410,0
5252,0
53987,0
44941,0
37959,0
107143,0
95201,0
55120,0
93442,0
41902,0
94357,0
40207,0
68994,1
83393,0
101768,0
96008,0
20174,0
2888,0
69692,0
91886,0
102899,0
58358,0
84864,1
80078,0
73310,0
56538,1
45670,1
33438,0
57168,0
25644,0
25792,0
86077,0
31551,1
5071,0
66818,0
58476,0
94773,0
2729,0
65541,0
52092,0
5793,0
98029,1
71451,0
68944,1
20131,0
5180,0
32562,0
78180,0
84018,0
13876,0
64797,1
73247,0
16170,0
31800,0
29074,0
43886,0
68610,0
91230,0
89290,1
89540,1
4358,1
3857,0
45606,0
48777,1
5652,1
74501,0
100826,0
4593,0
83552,0
62299,0
97625,1
47969,0
61403,0
42168,0
24015,1
81430,1
63060,0
97487,1
74606,1
43819,1
24803,0
58082,0
66169,0
50103,0
29982,0
2066,0
86506,0
38798,0
88480,0
90863,0
85162,0
30795,0
96963,0
31512,0
80510,1
35322,0
106550,1
19673,0
31277,0
64194,1
4290,0
81028,1
17798,0
26592,0
35185,0
106310,0
77427,0
86402,0
63259,1
89930,0
65042,0
20748,0
55749,0
69691,0
88384,0
80951,1
5826,1
762,0
38248,0
67376,0
72004,0
12233,0
11716,1
16024,0
98197,0
35761,1
68914,1
47465,0
84198,0
25549,0
40858,0
52338,0
48748,0
53649,0
28633,0
84133,1
79010,0
104295,1
87713,0
35927,0
78873,0
28915,0
63166,1
81609,0
78511,1
74847,0
5983,0
25376,1
73121,0
29352,0
42215,0
8288,1
48848,1
69797,0
81678,0
64918,1
6141,0
9016,0
22267,0
45737,0
55976,0
108759,0
35174,0
55623,0
60730,0
26688,0
18063,1
46488,0
44863,0
46794,0
597,1
97604,0
63991,0
64961,0
49467,0
4350,0
17696,0
9948,0
50254,0
75328,1
93291,0
85109,0
48981,1
27952,0
46943,1
7960,0
27802,0
15950,1
76102,0
36101,0
48103,0
83521,0
107674,0
33617,0
76431,0
72357,0
16485,0
72821,0
30824,0
18092,0
71690,1
23037,0
6530,0
46953,0
25411,0
18642,0
106370,0
3369,0
59177,0
93900,0
71029,0
70554,0
46919,0
22994,0
85563,1
97641,1
53505,1
94167,0
14987,0
16782,1
93252,0
5776,0
104865,0
90056,0
27469,0
60031,0
103312,0
81243,0
83828,0
16471,0
17369,0
33675,0
87689,0
84062,0
56974,0
98550,0
99674,0
56128,0
90147,0
24994,0
80178,0
65079,0
86264,0
15166,0
58391,0
67969,0
10528,0
50018,0
68966,0
28427,0
42577,0
77672,1
36607,0
8432,0
105164,0
105655,0
18898,0
18271,1
41047,0
37903,0
45691,1
30892,0
4087,0
29615,0
5946,0
62307,0
65447,1
41960,0
98054,0
101818,0
62539,1
64183,0
59027,0
71500,1
781,0
93745,1
64574,0
58490,0
94299,0
80113,1
108540,0
105518,0
9548,1
5606,0
98975,0
83450,0
92327,0
65286,1
81555,0
78919,0
19556,0
98330,1
69194,0
28328,0
77803,0
81451,0
44640,0
14567,0
91226,0
7954,0
1093,0
34704,0
14712,0
82003,0
98286,0
105906,0
105379,0
40080,0
94056,0
23572,0
75279,0
48651,1
83999,0
42925,0
57326,0
46741,1
90799,1
101890,0
76538,0
26914,1
107526,0
44797,0
76602,0
109555,0
93047,0
56566,0
83622,0
18587,0
62954,0
37969,0
85527,1
33141,0
19690,0
23272,0
48680,0
3264,0
43796,1
69723,0
8758,0
92504,0
69353,1
68513,0
82130,0
62236,0
37238,0
52774,0
18659,0
87692,0
10870,0
67651,0
51682,0
78623,1
65142,1
89373,0
77620,0
82405,0
39405,0
43677,0
98702,0
56785,0
20814,1
71061,0
34593,1
32876,0
17295,1
25827,0
9901,0
57111,0
27487,0
17604,0
54950,0
72725,0
40411,1
85851,0
45310,0
6546,1
82316,0
93395,0
19176,0
52215,0
81864,0
3124,0
16322,0
68603,0
40502,0
48205,0
21327,1
70593,0
101531,0
96905,0
75662,0
55586,0
43563,0
32189,1
2860,0
39217,0
66465,0
99409,0
81389,0
9710,0
89047,0
82805,0
10329,1
60074,1
5451,1
41259,0
90840,0
75591,0
24921,0
30693,1
62580,0
14228,0
19635,0
13903,0
7051,0
80483,1
24789,0
25416,0
67906,0
17456,0
86224,0
70358,0
67778,0
68823,0
90221,1
31889,0
25162,1
50566,0
30798,0
54926,1
108017,0
105421,0
91339,0
31630,0
5636,0
100748,0
68385,0
15850,0
100650,0
71935,0
93978,0
60690,0
24850,0
47395,1
89571,0
59633,1
82045,0
106345,0
67394,0
83197,1
36055,1
26083,0
62100,1
65626,0
80420,0
82892,0
102500,0
4728,0
32611,0
26135,0
182,0
45756,0
25786,0
82083,0
61320,0
107744,0
39202,0
33655,0
86344,0
70256,1
86079,1
14935,0
90423,1
102228,0
6025,0
62794,0
6548,0
53974,0
13159,0
92289,0
84609,1
32363,0
26740,1
92489,0
80464,1
82496,0
105927,0
59813,0
14620,0
46972,0
28180,0
84128,0
81266,0
25015,1
68217,1
94487,0
61044,0
12006,1
98215,0
27685,1
14070,1
13913,0
15206,0
72115,0
28292,0
70856,0
36405,0
83198,1
101479,0
12158,0
52453,0
60829,0
108382,0
37139,0
7904,0
15526,0
70233,0
2102,1
102415,1
31502,0
55946,0
47142,1
92325,0
70045,1
347,1
108328,0
63504,0
43586,0
99857,0
41797,0
47512,0
83036,0
79454,0
12178,0
102236,0
42965,0
41828,0
109221,0
11043,0
87691,0
55705,0
82201,0
81086,0
81352,0
26489,1
100101,0
56145,0
4004,0
71442,0
103989,1
40618,0
16368,1
82208,0
101521,0
97619,1
86653,0
26297,0
43818,0
35856,1
61097,1
101437,0
5761,0
23717,0
2653,0
28935,0
47511,0
18704,0
3777,0
89808,1
95960,0
90292,1
61601,0
102323,0
955,0
31527,0
23514,0
105928,0
107976,0
50045,0
32078,0
49234,0
92832,0
76474,0
72333,1
38330,0
92265,0
44484,0
18713,0
74082,0
98650,0
9998,1
92431,1
30501,1
41528,0
29110,0
31060,0
84614,0
86178,1
65621,0
109625,0
72875,0
24004,0
41913,0
3177,1
102867,1
107314,0
106735,0
25616,1
68124,0
89919,0
101585,0
4995,0
81648,0
107877,0
14446,0
66496,1
71150,1
20630,1
64700,0
936,0
89230,0
28135,0
26046,0
25530,0
74765,0
99541,0
51341,1
2484,0
45383,0
75499,0
45315,0
93785,0
80972,0
36931,1
90368,0
83680,1
21171,0
109206,1
46085,0
60258,0
102882,0
26587,0
12463,1
35102,0
32782,1
65706,0
47843,0
105342,0
11338,0
42281,0
67308,0
62768,0
48055,0
88015,0
49445,0
23446,1
41686,0
94629,0
71731,0
94012,0
93406,0
53299,0
72069,0
100646,1
28776,1
37524,0
18751,0
100458,0
70890,1
65806,0
24882,0
19837,0
51343,1
68357,0
109271,0
104519,1
100229,0
33738,0
82059,0
12257,0
94966,0
76156,0
84959,0
16014,0
14623,0
81532,0
57347,1
72377,0
57044,1
59623,0
54323,0
55968,0
4578,0
27451,0
378,0
47246,1
75290,0
9725,1
26980,1
23424,0
65896,0
77951,0
66214,0
84828,0
26274,0
13128,0
91600,0
21018,0
57291,0
64858,0
62207,0
104426,1
61297,0
12192,0
74390,0
46494,0
55,1
13739,0
98069,0
93007,0
143,0
19160,0
31467,0
16557,0
108892,1
84002,0
15833,0
22271,0
61037,0
23916,0
47239,0
108078,0
103971,0
1381,1
418,1
59008,0
98484,1
14752,0
10933,1
38151,0
100642,0
30165,0
92626,0
25125,0
50160,0
45002,0
51197,0
6953,1
78253,0
6987,1
84403,0
105389,0
34456,0
70300,0
17661,0
108968,0
4450,0
11889,0
13334,0
99169,0
91979,0
17007,0
10182,0
5748,1
3820,0
66652,1
42324,0
46222,0
107447,1
80074,0
98592,0
71815,0
75854,1
106672,0
20467,0
100081,1
43017,0
65533,0
70079,1
40161,0
66467,0
28963,0
34158,1
16787,1
75406,0
54723,0
42141,0
5840,0
83432,0
105376,0
90589,0
80996,0
14698,1
83508,0
32749,0
84911,0
57072,1
14517,0
110185,0
16857,1
50417,0
93176,0
47800,1
74622,1
109902,0
77325,0
29730,0
59033,0
27341,0
91533,0
42332,0
48977,0
42734,1
79713,0
87354,0
88879,0
11414,0
21054,0
21484,0
35401,1
2046,0
64984,0
59967,0
34296,0
60198,1
24659,0
39848,1
51767,0
47391,0
107592,0
20066,0
55979,0
3842,0
55877,0
9107,0
91195,0
102216,1
61584,0
56493,0
96665,1
23224,0
32600,0
110427,0
59361,0
34457,0
12672,0
17108,0
97434,0
42219,0
91723,0
52135,0
21629,0
30923,1
59390,0
21921,0
84156,0
56880,0
5889,0
58508,0
28672,0
16231,0
12303,0
68434,0
79278,0
73147,1
66841,0
64644,0
60826,0
30808,0
48074,0
101441,0
81948,0
3944,1
47779,0
108122,0
54421,0
12949,1
109606,0
19454,0
30901,0
35509,0
86601,0
40475,0
93069,0
42077,1
29795,1
99107,0
87330,0
89168,0
59648,0
15108,1
77566,0
101776,0
66506,0
50528,0
29720,0
6116,0
24078,0
8132,0
58005,1
99539,0
39970,0
71626,1
53537,0
103315,1
47842,0
51381,0
26716,1
92702,0
31864,0
41604,0
13154,0
107457,0
102403,0
46359,1
69517,0
107166,1
84581,0
55637,0
66036,0
28585,0
26105,0
85628,0
8140,0
82557,1
33196,1
21756,1
22211,0
57450,0
104788,0
67516,1
68517,1
81937,1
28456,0
47878,0
52649,0
105877,0
38235,0
69197,0
101434,0
5552,0
65065,0
9202,0
56013,0
60879,0
109764,0
14440,0
12343,1
72452,1
25685,0
44183,0
60012,0
67068,0
104195,0
104269,0
34830,1
46608,0
29253,0
15197,1
26043,0
49344,0
60925,0
20044,0
7122,1
69149,1
17514,0
50729,0
85578,0
89729,0
93001,1
96585,0
22794,0
34484,0
97267,0
79617,1
96792,0
41999,1
20825,0
74879,0
100454,0
16556,0
38174,0
5251,1
65809,1
70717,1
72833,0
20501,0
93576,0
109482,0
25499,0
13880,0
57210,0
100319,0
38401,1
39873,0
40811,0
104608,0
81538,1
2075,0
96345,0
48155,1
39129,0
48606,0
22104,0
17451,1
47450,0
107586,0
19769,0
21433,0
106092,0
37669,0
94948,0
89802,1
42842,0
97087,1
107272,1
19949,0
6407,0
15144,0
99891,1
39115,1
103507,0
29671,0
50769,0
71046,1
50918,0
56791,0
25462,1
93583,0
92678,1
34204,1
6339,1
65443,0
88284,0
89380,0
10360,0
102114,0
58619,0
4169,0
71881,0
75238,0
93912,0
45205,0
27271,0
23307,0
24444,0
77001,0
91476,1
32331,0
48917,0
80502,0
86206,0
73229,0
22353,0
47837,1
36461,0
30170,0
108067,0
62700,0
32489,0
83326,0
106116,1
36964,0
105519,0
52939,0
12330,1
25882,1
100205,0
85339,0
93610,0
51486,0
107410,0
29368,1
82407,0
6696,0
101789,0
81613,0
48844,0
42158,0
12964,0
106027,0
14454,0
37415,0
26148,0
87790,0
3285,0
21870,0
66658,0
42968,0
6568,0
53886,1
22216,0
64125,0
22311,0
49490,0
11377,0
101741,1
85699,0
68562,0
88068,1
94673,1
6993,0
16387,0
60979,0
72823,0
36587,1
19709,0
85806,0
30621,0
107565,0
86399,0
110220,0
94559,0
10672,0
108624,0
44327,0
98759,0
81586,0
19188,0
53072,1
109311,1
56645,0
84869,0
11622,0
14525,0
103759,0
85524,0
51320,0
62210,0
61801,0
107361,0
50725,0
105765,0
39535,1
24562,0
44537,0
104843,1
12437,0
52880,0
37544,0
31426,0
26878,1
9871,1
31713,0
11948,0
25860,1
42426,0
54537,0
970,0
38481,0
12657,1
109892,0
6138,0
24949,0
96478,0
71134,1
38094,0
65348,0
68942,1
28098,1
76115,0
5907,0
80652,0
70766,1
62191,0
97596,0
20487,1
5718,0
65402,1
91354,0
80889,1
60927,0
91809,0
41367,1
73691,0
20071,0
106378,1
22979,0
57610,0
76425,0
45749,1
35634,0
66821,1
101057,0
6466,0
85507,1
101471,0
65485,0
17032,0
87005,0
19338,0
12026,0
84176,1
5205,0
45163,0
83476,0
77482,0
28196,0
73627,0
100303,0
57695,0
108255,0
36073,0
59155,1
27920,1
64713,0
54534,0
37735,0
61699,0
35031,0
78949,0
99080,1
29623,0
46787,0
55548,0
15552,0
76049,0
55166,0
106697,1
12318,0
104343,0
6094,0
105839,1
4294,0
106937,0
85048,0
68099,1
38273,0
103648,0
98693,0
45329,0
52081,0
42891,0
57311,0
40322,0
84783,0
68549,0
71955,0
63420,0
89812,0
16475,0
110360,0
55715,0
77437,1
21914,1
3201,1
45809,0
16609,0
109042,0
110456,0
73954,0
1664,0
30607,0
60160,1
70080,0
108564,0
84289,0
49269,0
64829,0
89386,0
4000,0
53081,1
107055,0
58289,0
98763,1
17350,0
46712,0
17318,1
51460,0
24307,1
70442,1
63304,0
70799,0
105966,1
2609,0
24275,1
110242,1
68242,0
22451,0
57361,0
102676,0
106066,0
101370,0
1887,0
94524,0
93126,1
95746,0
11963,0
23533,0
24586,0
48450,0
103296,1
205,0
48218,0
26377,0
101698,0
101250,0
5301,0
86544,0
96142,0
91177,1
14532,0
39726,1
2501,0
2469,0
9771,0
12612,0
76552,0
13774,0
51920,0
67318,1
59875,0
17587,0
29999,0
71217,0
17282,0
36380,0
36498,0
71097,0
59493,0
28031,0
57784,0
97556,0
28399,0
7858,0
89764,0
86933,1
28762,1
45450,0
106112,0
552,0
71648,0
86619,1
18348,1
9972,0
106858,0
82158,1
54264,1
5565,0
39592,0
78146,1
9670,0
70239,0
82272,0
63135,1
522,0
107882,0
60396,0
7335,0
67464,0
46345,0
70521,1
29107,0
5977,0
98837,0
93840,0
69280,0
98572,0
43369,0
14951,1
10721,0
37491,0
22559,0
86211,0
71573,0
79298,0
4814,1
3270,0
23756,0
75347,0
3091,1
100788,0
109682,0
101645,0
92949,0
44987,1
64246,0
22753,1
68476,1
34231,1
7941,0
11944,0
101784,0
18239,0
12432,0
34523,1
71703,0
53474,1
62070,0
13966,1
56055,0
95354,0
84792,0
27391,0
54869,0
81382,1
5537,0
29027,1
87114,0
31269,0
37490,0
33051,1
92582,0
25209,0
11426,0
30675,0
66675,0
61064,0
65075,0
14287,0
68058,0
79790,1
59236,0
81121,0
46384,0
75436,1
98813,0
67837,0
17507,0
54493,0
47623,1
6042,0
33350,1
4813,0
109022,0
17499,0
108700,0
68182,0
75872,0
94087,0
92037,1
14005,0
16502,1
29689,0
35811,0
73612,1
108658,0
2587,0
11643,0
97747,0
109289,1
69219,0
99944,0
82146,0
3083,0
38368,0
88964,0
84440,0
4600,0
80452,1
86073,0
8137,0
29760,1
5628,0
10137,0
85386,0
101511,0
43883,0
60640,0
514,0
79108,0
97924,1
39273,0
48788,0
51487,0
39343,0
108610,0
34768,0
71651,0
20138,0
41351,0
3355,0
96704,1
99109,0
67126,0
2914,0
79628,0
36862,0
99079,0
63678,0
31788,0
35073,0
55907,1
10414,0
28728,0
53895,0
33735,0
83259,0
18617,0
88911,0
96902,0
67799,0
80651,1
9966,1
43808,0
94590,1
738,0
48665,1
82167,0
41475,0
100410,1
52915,0
108907,0
67313,1
13121,0
94075,0
91304,0
35608,0
22303,0
52630,0
36932,0
65716,0
14494,1
7435,0
37673,0
101612,0
14388,0
74035,0
54466,0
56976,0
56586,0
96241,0
71804,0
108411,0
72107,0
63683,1
27401,0
53719,1
28367,0
69657,1
39755,0
83933,1
27256,0
93165,1
99071,0
9008,0
30396,0
52952,0
102647,0
49303,0
79995,0
102208,1
98947,1
27304,0
38970,0
43750,0
20729,0
2701,0
109847,0
96728,0
78171,0
87288,1
15417,0
96250,1
100925,0
97907,0
90435,0
43806,0
40118,1
71746,0
71767,1
58894,0
72186,0
54456,0
109418,0
50890,0
1564,0
29378,0
70067,0
70362,0
49529,0
92093,0
54730,0
49154,0
102054,0
101703,0
76749,0
104833,1
71004,1
104006,1
4596,0
56940,1
88732,0
10120,0
26079,0
94127,1
109545,0
100812,0
10193,0
